tempo	theta	ref	usig
5.717	50.194	50.000	41.655
5.718	50.118	50.000	41.655
5.719	50.154	50.000	41.655
5.720	50.183	50.000	41.655
5.721	50.244	50.000	41.655
5.722	50.297	50.000	41.655
5.723	50.279	50.000	41.655
5.724	50.351	50.000	41.655
5.725	50.290	50.000	41.655
5.726	50.251	50.000	41.655
5.727	50.237	50.000	41.655
5.728	50.269	50.000	41.655
5.729	50.226	50.000	41.655
5.730	50.265	50.000	41.655
5.731	50.197	50.000	41.655
5.732	50.158	50.000	41.655
5.733	50.247	50.000	41.655
5.734	50.358	50.000	41.655
5.735	50.408	50.000	41.655
5.736	50.340	50.000	41.655
5.737	50.333	50.000	41.655
5.738	50.344	50.000	41.655
5.739	50.337	50.000	41.655
5.740	50.383	50.000	41.655
5.741	50.236	50.000	41.655
5.742	49.721	50.000	41.655
5.743	49.685	50.000	41.655
5.744	49.685	50.000	41.655
5.745	49.442	50.000	41.655
5.746	49.735	50.000	41.655
5.747	49.936	50.000	41.655
5.748	49.932	50.000	41.655
5.749	49.946	50.000	41.655
5.750	50.126	50.000	41.655
5.751	50.147	50.000	41.655
5.752	49.710	50.000	41.655
5.753	49.861	50.000	41.655
5.754	50.093	50.000	41.655
5.755	50.276	50.000	41.655
5.756	50.183	50.000	41.655
5.757	50.262	50.000	41.655
5.758	50.168	50.000	41.655
5.759	50.251	50.000	41.655
5.760	50.222	50.000	41.655
5.761	50.165	50.000	41.655
5.762	50.176	50.000	41.655
5.763	49.807	50.000	41.655
5.764	49.585	50.000	41.655
5.765	49.796	50.000	41.655
5.766	49.964	50.000	41.655
5.767	50.022	50.000	41.655
5.768	50.068	50.000	41.655
5.769	50.126	50.000	41.655
5.770	50.251	50.000	41.655
5.771	50.269	50.000	41.655
5.772	50.197	50.000	41.655
5.773	50.269	50.000	41.655
5.774	50.287	50.000	41.655
5.775	50.244	50.000	41.655
5.776	50.190	50.000	41.655
5.777	50.233	50.000	41.655
5.778	50.201	50.000	41.655
5.779	50.233	50.000	41.655
5.780	50.179	50.000	41.655
5.781	50.215	50.000	41.655
5.782	50.201	50.000	41.655
5.783	50.190	50.000	41.655
5.784	50.272	50.000	41.655
5.785	50.294	50.000	41.655
5.786	50.176	50.000	41.655
5.787	50.258	50.000	41.655
5.788	50.161	50.000	41.655
5.789	50.151	50.000	41.655
5.790	50.194	50.000	41.655
5.791	50.222	50.000	41.655
5.792	50.265	50.000	41.655
5.793	50.301	50.000	41.655
5.794	49.735	50.000	41.655
5.795	49.850	50.000	41.655
5.796	49.492	50.000	41.655
5.797	49.263	50.000	41.655
5.798	49.606	50.000	41.655
5.799	49.395	50.000	41.655
5.800	49.785	50.000	41.655
5.801	49.366	50.000	41.655
5.802	49.241	50.000	41.655
5.803	49.474	50.000	41.655
5.804	49.528	50.000	41.655
5.805	49.614	50.000	41.655
5.806	49.578	50.000	41.655
5.807	49.904	50.000	41.655
5.808	49.653	50.000	41.655
5.809	49.703	50.000	41.655
5.810	49.750	50.000	41.655
5.811	49.560	50.000	41.655
5.812	50.000	50.000	41.655
5.813	50.108	50.000	41.655
5.814	50.236	50.000	41.655
5.815	50.075	50.000	41.655
5.816	49.835	50.000	41.655
5.817	50.015	50.000	41.655
5.818	49.914	50.000	41.655
5.819	49.639	50.000	41.655
5.820	49.889	50.000	41.655
5.821	50.047	50.000	41.655
5.822	49.628	50.000	41.655
5.823	49.789	50.000	41.655
5.824	50.083	50.000	41.655
5.825	50.154	50.000	41.655
5.826	50.011	50.000	41.655
5.827	49.742	50.000	41.655
5.828	49.989	50.000	41.655
5.829	50.122	50.000	41.655
5.830	50.183	50.000	41.655
5.831	50.186	50.000	41.655
5.832	50.215	50.000	41.655
5.833	50.168	50.000	41.655
5.834	49.664	50.000	41.655
5.835	49.907	50.000	41.655
5.836	49.950	50.000	41.655
5.837	50.007	50.000	41.655
5.838	49.975	50.000	41.655
5.839	50.011	50.000	41.655
5.840	50.007	50.000	41.655
5.841	50.100	50.000	41.655
5.842	50.233	50.000	41.655
5.843	50.240	50.000	41.655
5.844	50.319	50.000	41.655
5.845	50.355	50.000	41.655
5.846	50.269	50.000	41.655
5.847	50.276	50.000	41.655
5.848	50.204	50.000	41.655
5.849	50.140	50.000	41.655
5.850	50.151	50.000	41.655
5.851	50.211	50.000	41.655
5.852	50.211	50.000	41.655
5.853	50.226	50.000	41.655
5.854	50.236	50.000	41.655
5.855	50.283	50.000	41.655
5.856	50.294	50.000	41.655
5.857	50.355	50.000	41.655
5.858	50.183	50.000	41.655
5.859	50.176	50.000	41.655
5.860	50.161	50.000	41.655
5.861	50.215	50.000	41.655
5.862	50.208	50.000	41.655
5.863	50.279	50.000	41.655
5.864	50.380	50.000	41.655
5.865	50.312	50.000	41.655
5.866	50.254	50.000	41.655
5.867	50.219	50.000	41.655
5.868	50.276	50.000	41.655
5.869	50.151	50.000	41.655
5.870	50.161	50.000	41.655
5.871	50.118	50.000	41.655
5.872	50.147	50.000	41.655
5.873	50.190	50.000	41.655
5.874	50.251	50.000	41.655
5.875	50.229	50.000	41.655
5.876	50.294	50.000	41.655
5.877	50.158	50.000	41.655
5.878	50.229	50.000	41.655
5.879	50.233	50.000	41.655
5.880	50.287	50.000	41.655
5.881	49.975	50.000	41.655
5.882	49.477	50.000	41.655
