tempo	theta	ref	usig
11.355	51.473	30.000	41.545
11.356	51.580	30.000	41.545
11.357	51.566	30.000	41.545
11.358	51.541	30.000	41.545
11.359	51.537	30.000	41.545
11.360	51.537	30.000	11.545
11.361	51.548	30.000	11.545
11.362	51.555	30.000	11.545
11.363	51.583	30.000	11.545
11.364	51.641	30.000	11.545
11.365	51.569	30.000	11.545
11.366	51.598	30.000	11.545
11.367	51.655	30.000	11.545
11.368	51.598	30.000	11.545
11.369	51.616	30.000	11.545
11.370	51.594	30.000	11.545
11.371	51.612	30.000	11.545
11.372	51.623	30.000	11.545
11.373	51.544	30.000	11.545
11.374	51.544	30.000	11.545
11.375	51.562	30.000	11.545
11.376	51.523	30.000	11.545
11.377	51.505	30.000	11.545
11.378	51.591	30.000	11.545
11.379	51.544	30.000	11.545
11.380	51.594	30.000	11.545
11.381	51.612	30.000	11.545
11.382	51.623	30.000	11.545
11.383	51.544	30.000	11.545
11.384	51.544	30.000	11.545
11.385	51.562	30.000	11.545
11.386	51.591	30.000	11.545
11.387	51.519	30.000	11.545
11.388	51.523	30.000	11.545
11.389	51.601	30.000	11.545
11.390	51.541	30.000	11.545
11.391	51.576	30.000	11.545
11.392	51.591	30.000	11.545
11.393	51.616	30.000	11.545
11.394	51.687	30.000	11.545
11.395	51.509	30.000	11.545
11.396	50.995	30.000	11.545
11.397	51.148	30.000	11.545
11.398	51.394	30.000	11.545
11.399	51.476	30.000	11.545
11.400	51.523	30.000	11.545
11.401	51.526	30.000	11.545
11.402	51.501	30.000	11.545
11.403	51.548	30.000	11.545
11.404	51.573	30.000	11.545
11.405	51.523	30.000	11.545
11.406	51.558	30.000	11.545
11.407	51.573	30.000	11.545
11.408	51.569	30.000	11.545
11.409	51.594	30.000	11.545
11.410	51.630	30.000	11.545
11.411	51.623	30.000	11.545
11.412	51.630	30.000	11.545
11.413	51.591	30.000	11.545
11.414	51.583	30.000	11.545
11.415	51.573	30.000	11.545
11.416	51.223	30.000	11.545
11.417	51.266	30.000	11.545
11.418	51.287	30.000	11.545
11.419	51.416	30.000	11.545
11.420	51.327	30.000	11.545
11.421	51.034	30.000	11.545
11.422	51.334	30.000	11.545
11.423	51.459	30.000	11.545
11.424	51.505	30.000	11.545
11.425	51.580	30.000	11.545
11.426	51.587	30.000	11.545
11.427	51.608	30.000	11.545
11.428	51.466	30.000	11.545
11.429	51.509	30.000	11.545
11.430	51.587	30.000	71.545
11.431	51.509	30.000	71.545
11.432	51.530	30.000	71.545
11.433	51.562	30.000	71.545
11.434	51.573	30.000	71.545
11.435	51.551	30.000	71.545
11.436	51.612	30.000	71.545
11.437	51.541	30.000	71.545
11.438	51.541	30.000	71.545
11.439	51.576	30.000	71.545
11.440	51.541	30.000	71.545
11.441	51.551	30.000	71.545
11.442	51.566	30.000	71.545
11.443	51.583	30.000	71.545
11.444	51.623	30.000	71.545
11.445	51.637	30.000	71.545
11.446	51.580	30.000	71.545
11.447	51.580	30.000	71.545
11.448	51.562	30.000	71.545
11.449	51.569	30.000	71.545
11.450	51.498	30.000	41.545
11.451	51.476	30.000	41.545
11.452	51.519	30.000	41.545
11.453	51.608	30.000	41.545
11.454	51.637	30.000	41.545
11.455	51.648	30.000	41.545
11.456	51.644	30.000	41.545
11.457	51.662	30.000	41.545
11.458	51.690	30.000	41.545
11.459	51.569	30.000	41.545
11.460	51.630	30.000	41.545
11.461	51.651	30.000	41.545
11.462	51.566	30.000	41.545
11.463	51.505	30.000	41.545
11.464	51.491	30.000	41.545
11.465	51.523	30.000	41.545
11.466	51.523	30.000	41.545
11.467	51.241	30.000	41.545
11.468	50.627	30.000	41.545
11.469	51.038	30.000	41.545
11.470	51.319	30.000	41.545
11.471	51.476	30.000	41.545
11.472	51.512	30.000	41.545
11.473	51.580	30.000	41.545
11.474	51.566	30.000	41.545
11.475	51.605	30.000	41.545
11.476	51.562	30.000	41.545
11.477	51.558	30.000	41.545
11.478	51.551	30.000	41.545
11.479	51.573	30.000	41.545
11.480	51.598	30.000	41.545
11.481	51.569	30.000	41.545
11.482	51.551	30.000	41.545
11.483	51.587	30.000	41.545
11.484	51.576	30.000	41.545
11.485	51.573	30.000	41.545
11.486	51.569	30.000	41.545
11.487	51.558	30.000	41.545
11.488	51.598	30.000	41.545
11.489	51.555	30.000	41.545
11.490	51.566	30.000	41.545
11.491	51.594	30.000	41.545
11.492	51.608	30.000	41.545
11.493	51.591	30.000	41.545
11.494	51.601	30.000	41.545
11.495	51.605	30.000	41.545
11.496	51.523	30.000	41.545
11.497	51.494	30.000	41.545
11.498	51.523	30.000	41.545
11.499	51.509	30.000	41.545
11.500	51.202	30.000	11.545
11.501	51.063	30.000	11.545
11.502	51.023	30.000	11.545
11.503	51.030	30.000	11.545
11.504	51.573	30.000	11.545
11.505	51.198	30.000	41.545
11.506	51.434	30.000	41.545
11.507	51.533	30.000	41.545
11.508	51.509	30.000	41.545
11.509	51.587	30.000	41.545
11.510	50.353	30.000	11.545
11.511	50.392	30.000	11.545
11.512	50.360	30.000	11.545
11.513	50.296	30.000	11.545
11.514	50.256	30.000	11.545
11.515	50.206	30.000	11.545
11.516	51.501	30.000	11.545
11.517	51.195	30.000	41.545
11.518	51.205	30.000	11.545
11.519	51.220	30.000	11.545
11.520	50.353	30.000	11.545
11.521	50.392	30.000	11.545
11.522	50.360	30.000	11.545
11.523	50.296	30.000	11.545
11.524	50.256	30.000	11.545
11.525	50.206	30.000	11.545
